image_id,input_path,target_path
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g13,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g13_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g14,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g14_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g16,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g16_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g17,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g17_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g18,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g18_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g19,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g19_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g2,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g2_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g3,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g3_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g4,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g4_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g5,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g5_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g6,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g6_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g7,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g7_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g8,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g8_generated.jpg
03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g9,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\03f704a7-a36f-4d8d-b0f3-22e7d086a2ba_g9_generated.jpg
04043f54-d692-45a8-aeb0-e8986a5428f2_g12,automatic-lens-correction\lens-correction-train-cleaned\04043f54-d692-45a8-aeb0-e8986a5428f2_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04043f54-d692-45a8-aeb0-e8986a5428f2_g12_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g0,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g0_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g11,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g11_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g12,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g12_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g14,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g14_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g19,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g19_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g2,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g2_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g3,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g3_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g5,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g5_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g6,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g6_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g8,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g8_generated.jpg
0459ee9a-6347-4a1b-9594-51cc82da87a2_g9,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0459ee9a-6347-4a1b-9594-51cc82da87a2_g9_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g12,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g12_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g4,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g4_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g5,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g5_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g6,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g6_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g7,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g7_generated.jpg
0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g8,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0499812a-c6ab-42a9-8a08-5ce1d2674cfa_g8_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g11,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g11_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g12,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g12_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g13,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g13_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g14,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g14_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g15,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g15_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g16,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g16_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g17,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g17_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g18,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g18_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g19,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g19_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g3,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g3_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g4,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g4_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g5,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g5_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g6,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g6_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g7,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g7_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g8,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g8_generated.jpg
04a0613f-7216-4db8-9a6b-b93451c45886_g9,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04a0613f-7216-4db8-9a6b-b93451c45886_g9_generated.jpg
04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g1,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g1_generated.jpg
04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g11,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g11_generated.jpg
04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g2,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g2_generated.jpg
04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g4,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04aff735-aa1b-4a36-bf3e-17d5f0390b5a_g4_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g0,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g0_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g10,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g10_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g11,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g11_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g12,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g12_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g15,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g15_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g16,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g16_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g17,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g17_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g18,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g18_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g19,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g19_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g2,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g2_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g3,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g3_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g4,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g4_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g5,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g5_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g6,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g6_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g7,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g7_generated.jpg
04b6e162-81b8-46b7-b4fd-8ec964df275a_g9,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04b6e162-81b8-46b7-b4fd-8ec964df275a_g9_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g0,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g0_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g1,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g1_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g2,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g2_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g3,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g3_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g4,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g4_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g5,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g5_generated.jpg
04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g6,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04bad7e8-489e-4f5b-83c9-fb4608d2a4ff_g6_generated.jpg
04c5ed70-77a6-4baf-8c80-9256ddc21b01_g0,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g0_generated.jpg
04c5ed70-77a6-4baf-8c80-9256ddc21b01_g1,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g1_generated.jpg
04c5ed70-77a6-4baf-8c80-9256ddc21b01_g10,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\04c5ed70-77a6-4baf-8c80-9256ddc21b01_g10_generated.jpg
