image_id,input_path,target_path
0be53606-6013-4db9-897a-dc7f83cb7297_g5,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g5_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g6,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g6_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g7,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g7_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g8,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g8_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g9,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g9_generated.jpg
0bf529bd-37d5-428e-8665-198584624e04_g1,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g1_generated.jpg
0bf529bd-37d5-428e-8665-198584624e04_g2,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g2_generated.jpg
0bf529bd-37d5-428e-8665-198584624e04_g3,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g3_generated.jpg
0bf529bd-37d5-428e-8665-198584624e04_g4,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g4_generated.jpg
0bf529bd-37d5-428e-8665-198584624e04_g6,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g6_generated.jpg
0bf529bd-37d5-428e-8665-198584624e04_g8,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g8_generated.jpg
0bf529bd-37d5-428e-8665-198584624e04_g9,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bf529bd-37d5-428e-8665-198584624e04_g9_generated.jpg
0c04c7d8-d948-4501-bf5c-24058968003d_g2,automatic-lens-correction\lens-correction-train-cleaned\0c04c7d8-d948-4501-bf5c-24058968003d_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c04c7d8-d948-4501-bf5c-24058968003d_g2_generated.jpg
0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g14,automatic-lens-correction\lens-correction-train-cleaned\0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g14_generated.jpg
0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g15,automatic-lens-correction\lens-correction-train-cleaned\0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g15_generated.jpg
0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g16,automatic-lens-correction\lens-correction-train-cleaned\0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g16_generated.jpg
0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g8,automatic-lens-correction\lens-correction-train-cleaned\0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c06628e-4864-4beb-b7ed-b7035e4a2b1b_g8_generated.jpg
0c09a257-6226-4019-824f-15935db96f66_g0,automatic-lens-correction\lens-correction-train-cleaned\0c09a257-6226-4019-824f-15935db96f66_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c09a257-6226-4019-824f-15935db96f66_g0_generated.jpg
0c15af04-2ee9-4773-8ff0-0746de68268a_g0,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g0_generated.jpg
0c15af04-2ee9-4773-8ff0-0746de68268a_g10,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g10_generated.jpg
0c15af04-2ee9-4773-8ff0-0746de68268a_g11,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g11_generated.jpg
0c15af04-2ee9-4773-8ff0-0746de68268a_g6,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g6_generated.jpg
0c15af04-2ee9-4773-8ff0-0746de68268a_g8,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c15af04-2ee9-4773-8ff0-0746de68268a_g8_generated.jpg
0c18d33e-6af8-4e64-9092-fc79189f975a_g14,automatic-lens-correction\lens-correction-train-cleaned\0c18d33e-6af8-4e64-9092-fc79189f975a_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c18d33e-6af8-4e64-9092-fc79189f975a_g14_generated.jpg
0c1a4d77-8175-4709-9f40-d746e9946ddd_g11,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g11_generated.jpg
0c1a4d77-8175-4709-9f40-d746e9946ddd_g14,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g14_generated.jpg
0c1a4d77-8175-4709-9f40-d746e9946ddd_g3,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g3_generated.jpg
0c1a4d77-8175-4709-9f40-d746e9946ddd_g6,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g6_generated.jpg
0c1a4d77-8175-4709-9f40-d746e9946ddd_g7,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1a4d77-8175-4709-9f40-d746e9946ddd_g7_generated.jpg
0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g0,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g0_generated.jpg
0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g1,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g1_generated.jpg
0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g2,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g2_generated.jpg
0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g3,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g3_generated.jpg
0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g4,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g4_generated.jpg
0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g5,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g5_generated.jpg
0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g6,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c1f5a34-e4b8-4ab9-9584-c87f19b106d4_g6_generated.jpg
0c2624df-f1b8-4cae-acf4-42f7e946125d_g0,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g0_generated.jpg
0c2624df-f1b8-4cae-acf4-42f7e946125d_g1,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g1_generated.jpg
0c2624df-f1b8-4cae-acf4-42f7e946125d_g2,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g2_generated.jpg
0c2624df-f1b8-4cae-acf4-42f7e946125d_g6,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g6_generated.jpg
0c2624df-f1b8-4cae-acf4-42f7e946125d_g7,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g7_generated.jpg
0c2624df-f1b8-4cae-acf4-42f7e946125d_g8,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g8_generated.jpg
0c2624df-f1b8-4cae-acf4-42f7e946125d_g9,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c2624df-f1b8-4cae-acf4-42f7e946125d_g9_generated.jpg
0c29b075-b8bc-4f39-a526-873349ae88c7_g0,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g0_generated.jpg
0c29b075-b8bc-4f39-a526-873349ae88c7_g16,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g16_generated.jpg
0c29b075-b8bc-4f39-a526-873349ae88c7_g7,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g7_generated.jpg
0c29b075-b8bc-4f39-a526-873349ae88c7_g8,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g8_generated.jpg
0c29b075-b8bc-4f39-a526-873349ae88c7_g9,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c29b075-b8bc-4f39-a526-873349ae88c7_g9_generated.jpg
0c3759c7-8230-4ed4-b382-332900d2f479_g11,automatic-lens-correction\lens-correction-train-cleaned\0c3759c7-8230-4ed4-b382-332900d2f479_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3759c7-8230-4ed4-b382-332900d2f479_g11_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g12,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g12_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g13,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g13_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g14,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g14_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g15,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g15_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g16,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g16_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g17,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g17_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g18,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g18_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g4,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g4_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g5,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g5_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g6,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g6_generated.jpg
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g9,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g9_generated.jpg
0c44027c-dc9d-432f-b947-b3f18d8f6dbb_g10,automatic-lens-correction\lens-correction-train-cleaned\0c44027c-dc9d-432f-b947-b3f18d8f6dbb_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c44027c-dc9d-432f-b947-b3f18d8f6dbb_g10_generated.jpg
0c44027c-dc9d-432f-b947-b3f18d8f6dbb_g11,automatic-lens-correction\lens-correction-train-cleaned\0c44027c-dc9d-432f-b947-b3f18d8f6dbb_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c44027c-dc9d-432f-b947-b3f18d8f6dbb_g11_generated.jpg
0c46738f-cc53-48c7-8fd5-6d73da38a120_g0,automatic-lens-correction\lens-correction-train-cleaned\0c46738f-cc53-48c7-8fd5-6d73da38a120_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c46738f-cc53-48c7-8fd5-6d73da38a120_g0_generated.jpg
0c46738f-cc53-48c7-8fd5-6d73da38a120_g3,automatic-lens-correction\lens-correction-train-cleaned\0c46738f-cc53-48c7-8fd5-6d73da38a120_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c46738f-cc53-48c7-8fd5-6d73da38a120_g3_generated.jpg
0c46738f-cc53-48c7-8fd5-6d73da38a120_g9,automatic-lens-correction\lens-correction-train-cleaned\0c46738f-cc53-48c7-8fd5-6d73da38a120_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c46738f-cc53-48c7-8fd5-6d73da38a120_g9_generated.jpg
0c51a5ab-a69d-41cb-b4cb-6ea99be40a56_g5,automatic-lens-correction\lens-correction-train-cleaned\0c51a5ab-a69d-41cb-b4cb-6ea99be40a56_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c51a5ab-a69d-41cb-b4cb-6ea99be40a56_g5_generated.jpg
0c51a5ab-a69d-41cb-b4cb-6ea99be40a56_g7,automatic-lens-correction\lens-correction-train-cleaned\0c51a5ab-a69d-41cb-b4cb-6ea99be40a56_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c51a5ab-a69d-41cb-b4cb-6ea99be40a56_g7_generated.jpg
0c51a5ab-a69d-41cb-b4cb-6ea99be40a56_g8,automatic-lens-correction\lens-correction-train-cleaned\0c51a5ab-a69d-41cb-b4cb-6ea99be40a56_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c51a5ab-a69d-41cb-b4cb-6ea99be40a56_g8_generated.jpg
0c5be0b5-b76f-4a87-9128-1cb6a4616810_g10,automatic-lens-correction\lens-correction-train-cleaned\0c5be0b5-b76f-4a87-9128-1cb6a4616810_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5be0b5-b76f-4a87-9128-1cb6a4616810_g10_generated.jpg
0c5be0b5-b76f-4a87-9128-1cb6a4616810_g8,automatic-lens-correction\lens-correction-train-cleaned\0c5be0b5-b76f-4a87-9128-1cb6a4616810_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5be0b5-b76f-4a87-9128-1cb6a4616810_g8_generated.jpg
0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g1,automatic-lens-correction\lens-correction-train-cleaned\0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g1_generated.jpg
0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g12,automatic-lens-correction\lens-correction-train-cleaned\0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g12_generated.jpg
0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g17,automatic-lens-correction\lens-correction-train-cleaned\0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g17_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g1,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g1_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g10,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g10_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g11,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g11_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g12,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g12_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g13,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g13_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g14,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g14_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g15,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g15_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g17,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g17_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g19,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g19_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g7,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g7_generated.jpg
0c5e2105-f18a-4241-afef-90f40739dad1_g9,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0c5e2105-f18a-4241-afef-90f40739dad1_g9_generated.jpg
0cbac5d1-48a7-4bc7-9873-41b8b560fdf4_g11,automatic-lens-correction\lens-correction-train-cleaned\0cbac5d1-48a7-4bc7-9873-41b8b560fdf4_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0cbac5d1-48a7-4bc7-9873-41b8b560fdf4_g11_generated.jpg
0cbac5d1-48a7-4bc7-9873-41b8b560fdf4_g5,automatic-lens-correction\lens-correction-train-cleaned\0cbac5d1-48a7-4bc7-9873-41b8b560fdf4_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0cbac5d1-48a7-4bc7-9873-41b8b560fdf4_g5_generated.jpg
0cbac5d1-48a7-4bc7-9873-41b8b560fdf4_g7,automatic-lens-correction\lens-correction-train-cleaned\0cbac5d1-48a7-4bc7-9873-41b8b560fdf4_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0cbac5d1-48a7-4bc7-9873-41b8b560fdf4_g7_generated.jpg
